Creato come nuovo set dati;Sample 013 By Administrator Date martedì, novembre 22 2022
cm-1;%T
922.00;52.73
921.00;52.80
920.00;52.91
919.00;53.05
918.00;53.19
917.00;53.33
916.00;53.47
915.00;53.63
914.00;53.82
913.00;54.01
912.00;54.19
911.00;54.38
910.00;54.58
909.00;54.80
908.00;55.01
907.00;55.22
906.00;55.44
905.00;55.66
904.00;55.90
903.00;56.13
902.00;56.37
901.00;56.60
900.00;56.82
899.00;57.05
898.00;57.27
897.00;57.50
896.00;57.74
895.00;58.00
894.00;58.27
893.00;58.54
892.00;58.77
891.00;58.98
890.00;59.21
889.00;59.46
888.00;59.74
887.00;60.05
886.00;60.38
885.00;60.75
884.00;61.14
883.00;61.53
882.00;61.90
881.00;62.20
880.00;62.39
879.00;62.46
878.00;62.40
877.00;62.21
876.00;61.86
875.00;61.30
874.00;60.50
873.00;59.39
872.00;57.87
871.00;55.90
870.00;53.56
869.00;51.16
868.00;49.17
867.00;48.02
866.00;47.85
865.00;48.43
864.00;49.40
863.00;50.40
862.00;51.25
861.00;51.85
860.00;52.18
859.00;52.24
858.00;52.08
857.00;51.79
856.00;51.54
855.00;51.52
854.00;51.84
853.00;52.47
852.00;53.27
851.00;54.07
850.00;54.79
849.00;55.38
848.00;55.84
847.00;56.22
846.00;56.53
845.00;56.81
844.00;57.05
843.00;57.27
842.00;57.49
841.00;57.74
840.00;58.03
839.00;58.36
838.00;58.71
837.00;59.02
836.00;59.22
835.00;59.25
834.00;59.17
833.00;59.08
832.00;59.11
831.00;59.31
830.00;59.64
829.00;60.01
828.00;60.36
827.00;60.64
826.00;60.86
825.00;61.02
824.00;61.16
823.00;61.32
822.00;61.52
821.00;61.75
820.00;61.98
819.00;62.17
818.00;62.31
817.00;62.45
816.00;62.60
815.00;62.75
814.00;62.88
813.00;62.97
812.00;63.01
811.00;63.01
810.00;62.98
809.00;62.90
808.00;62.72
807.00;62.39
806.00;61.92
805.00;61.40
804.00;60.94
803.00;60.67
802.00;60.61
801.00;60.66
800.00;60.72
799.00;60.74
798.00;60.78
797.00;60.96
796.00;61.34
795.00;61.85
794.00;62.38
793.00;62.83
792.00;63.19
791.00;63.51
790.00;63.86
789.00;64.26
788.00;64.67
787.00;65.07
786.00;65.48
785.00;65.92
784.00;66.42
783.00;66.94
782.00;67.43
781.00;67.80
780.00;67.98
779.00;67.95
778.00;67.69
777.00;67.24
776.00;66.62
775.00;65.90
774.00;65.08
773.00;64.10
772.00;62.86
771.00;61.27
770.00;59.34
769.00;57.16
768.00;54.85
767.00;52.53
766.00;50.33
765.00;48.29
764.00;46.40
763.00;44.63
762.00;42.97
761.00;41.39
760.00;39.91
759.00;38.55
758.00;37.35
757.00;36.31
756.00;35.31
755.00;34.28
754.00;33.22
753.00;32.28
752.00;31.67
751.00;31.51
750.00;31.74
749.00;32.23
748.00;32.85
747.00;33.56
746.00;34.34
745.00;35.13
744.00;35.92
743.00;36.69
742.00;37.45
741.00;38.20
740.00;38.92
739.00;39.62
738.00;40.29
737.00;40.92
736.00;41.52
735.00;42.10
734.00;42.67
733.00;43.21
732.00;43.71
731.00;44.17
730.00;44.62
729.00;45.04
728.00;45.45
727.00;45.83
726.00;46.22
725.00;46.61
724.00;46.98
723.00;47.29
722.00;47.51
721.00;47.68
720.00;47.82
719.00;47.96
718.00;48.08
717.00;48.14
716.00;48.13
715.00;48.07
714.00;47.94
713.00;47.74
712.00;47.44
711.00;47.01
710.00;46.41
709.00;45.67
708.00;44.86
707.00;44.13
706.00;43.64
705.00;43.48
704.00;43.69
703.00;44.20
702.00;44.89
701.00;45.59
700.00;46.22
699.00;46.76
698.00;47.25
697.00;47.72
696.00;48.21
695.00;48.68
694.00;49.13
693.00;49.56
692.00;49.96
691.00;50.31
690.00;50.61
689.00;50.84
688.00;51.03
687.00;51.19
686.00;51.31
685.00;51.38
684.00;51.42
683.00;51.44
682.00;51.47
681.00;51.54
680.00;51.68
679.00;51.90
678.00;52.19
677.00;52.50
676.00;52.81
675.00;53.08
674.00;53.28
673.00;53.41
672.00;53.53
671.00;53.70
670.00;53.92
669.00;54.11
668.00;54.14
667.00;54.05
666.00;54.00
665.00;54.07
664.00;54.18
663.00;54.29
662.00;54.37
661.00;54.44
660.00;54.54
659.00;54.65
658.00;54.77
657.00;54.89
656.00;54.99
655.00;55.07
654.00;55.16
653.00;55.26
652.00;55.34
651.00;55.38
650.00;55.39
649.00;55.38
648.00;55.41
647.00;55.50
646.00;55.64
645.00;55.80
644.00;55.93
643.00;56.03
642.00;56.13
641.00;56.27
640.00;56.43
639.00;56.53
638.00;56.44
637.00;56.05
636.00;55.36
635.00;54.58
634.00;54.01
633.00;53.88
632.00;54.16
631.00;54.65
630.00;55.15
629.00;55.53
628.00;55.78
627.00;55.96
626.00;56.15
625.00;56.37
624.00;56.62
623.00;56.85
622.00;57.03
621.00;57.16
620.00;57.26
619.00;57.33
618.00;57.39
617.00;57.47
616.00;57.55
615.00;57.60
614.00;57.61
613.00;57.58
612.00;57.57
611.00;57.57
610.00;57.59
609.00;57.64
608.00;57.71
607.00;57.79
606.00;57.83
605.00;57.82
604.00;57.82
603.00;57.88
602.00;58.01
601.00;58.17
600.00;58.30
599.00;58.37
598.00;58.42
597.00;58.51
596.00;58.67
595.00;58.84
594.00;58.95
593.00;58.95
592.00;58.87
591.00;58.75
590.00;58.64
589.00;58.59
588.00;58.60
587.00;58.63
586.00;58.63
585.00;58.59
584.00;58.55
583.00;58.57
582.00;58.63
581.00;58.73
580.00;58.84
579.00;58.92
578.00;58.93
577.00;58.84
576.00;58.66
575.00;58.44
574.00;58.22
573.00;58.03
572.00;57.85
571.00;57.62
570.00;57.32
569.00;56.94
568.00;56.50
567.00;56.06
566.00;55.64
565.00;55.24
564.00;54.78
563.00;54.23
562.00;53.61
561.00;53.02
560.00;52.52
559.00;52.12
558.00;51.77
557.00;51.38
556.00;50.88
555.00;50.31
554.00;49.71
553.00;49.15
552.00;48.66
551.00;48.28
550.00;48.04
549.00;47.87
548.00;47.68
547.00;47.48
546.00;47.36
545.00;47.37
544.00;47.49
543.00;47.68
542.00;47.92
541.00;48.19
540.00;48.49
539.00;48.78
538.00;49.02
537.00;49.20
536.00;49.29
535.00;49.31
534.00;49.33
533.00;49.43
532.00;49.61
531.00;49.79
530.00;49.88
529.00;49.91
528.00;49.98
527.00;50.10
526.00;50.17
525.00;50.15
524.00;50.06
523.00;49.99
522.00;49.94
521.00;49.89
520.00;49.84
519.00;49.82
518.00;49.84
517.00;49.84
516.00;49.80
515.00;49.74
514.00;49.68
513.00;49.61
512.00;49.49
511.00;49.37
510.00;49.30
509.00;49.32
508.00;49.41
507.00;49.54
506.00;49.65
505.00;49.76
504.00;49.85
503.00;49.94
502.00;50.06
501.00;50.24
500.00;50.55
499.00;50.95
498.00;51.37
497.00;51.73
496.00;52.02
495.00;52.26
494.00;52.41
493.00;52.46
492.00;52.47
491.00;52.57
490.00;52.77
489.00;53.00
488.00;53.21
487.00;53.39
486.00;53.56
485.00;53.65
484.00;53.65
483.00;53.66
482.00;53.80
481.00;54.07
480.00;54.35
479.00;54.46
478.00;54.34
477.00;54.06
476.00;53.72
475.00;53.32
474.00;52.74
473.00;51.93
472.00;51.09
471.00;50.47
470.00;50.13
469.00;49.88
468.00;49.54
467.00;49.12
466.00;48.71
465.00;48.38
464.00;48.10
463.00;47.84
462.00;47.56
461.00;47.32
460.00;47.24
459.00;47.38
458.00;47.58
457.00;47.59
456.00;47.42
455.00;47.26
454.00;47.20
453.00;47.17
452.00;47.12
451.00;47.05
450.00;46.97
449.00;46.81
448.00;46.56
447.00;46.30
446.00;46.04
445.00;45.72
444.00;45.31
443.00;44.95
442.00;44.74
441.00;44.66
440.00;44.69
439.00;44.96
438.00;45.52
437.00;46.23
436.00;46.82
435.00;47.08
434.00;47.02
433.00;46.84
432.00;46.82
431.00;47.12
430.00;47.63
429.00;48.10
428.00;48.42
427.00;48.67
426.00;48.92
425.00;49.11
424.00;49.26
423.00;49.41
422.00;49.57
421.00;49.62
420.00;49.54
419.00;49.47
418.00;49.61
417.00;49.89
416.00;50.20
415.00;50.49
414.00;50.67
413.00;50.60
412.00;50.36
411.00;50.22
410.00;50.32
409.00;50.51
408.00;50.57
407.00;50.36
406.00;49.83
405.00;48.97
404.00;48.02
403.00;47.43
402.00;47.48
401.00;48.03
400.00;48.73
